TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-07-03,2024-07-03,FO,NSE,STO,116918,,GAIL,,2024-09-26,2024-09-26,180.00,CE,GAIL24SEP180CE,0.00,0.00,0.00,46.15,0.00,46.15,220.14,47.30,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101128,,GAIL,,2024-07-25,2024-07-25,230.00,PE,GAIL24JUL230PE,12.00,13.40,11.60,12.90,12.95,12.00,220.14,12.90,850950,22875,60,66566478.75,59,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,116928,,GAIL,,2024-09-26,2024-09-26,230.00,CE,GAIL24SEP230CE,0.00,0.00,0.00,17.45,0.00,17.45,220.14,17.50,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102651,,GAIL,,2024-07-25,2024-07-25,252.50,CE,GAIL24JUL252.5CE,1.10,1.10,0.85,0.85,0.85,1.10,220.14,0.85,114375,64050,35,40579106.25,19,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101120,,GAIL,,2024-07-25,2024-07-25,215.00,PE,GAIL24JUL215PE,4.25,5.10,4.10,4.75,4.95,4.40,220.14,4.75,1560075,18300,319,320475090.00,303,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102630,,GAIL,,2024-07-25,2024-07-25,237.50,PE,GAIL24JUL237.5PE,17.60,17.60,17.60,17.60,17.60,17.30,220.14,20.75,13725,-4575,1,1167082.50,1,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102649,,GAIL,,2024-07-25,2024-07-25,247.50,CE,GAIL24JUL247.5CE,1.45,1.60,1.15,1.25,1.20,1.50,220.14,1.25,507825,265350,90,102422812.50,57,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,48887,,GAIL,,2024-07-25,2024-07-25,257.50,CE,GAIL24JUL257.5CE,0.75,0.75,0.50,0.55,0.50,0.75,220.14,0.55,1345050,196725,150,177127072.50,105,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101157,,GAIL,,2024-07-25,2024-07-25,245.00,CE,GAIL24JUL245CE,1.85,1.85,1.40,1.50,1.50,1.85,220.14,1.50,732000,114375,150,169243890.00,115,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101066,,GAIL,,2024-07-25,2024-07-25,195.00,CE,GAIL24JUL195CE,0.00,0.00,0.00,29.90,30.00,29.90,220.14,27.75,18300,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101063,,GAIL,,2024-07-25,2024-07-25,185.00,PE,GAIL24JUL185PE,0.25,0.30,0.25,0.25,0.25,0.25,220.14,0.25,141825,4575,8,6780607.50,8,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STF,35523,,GAIL,,2024-09-26,2024-09-26,,,GAIL24SEPFUT,224.65,225.60,223.75,224.60,224.65,226.20,220.14,224.60,183000,50325,25,25687710.00,25,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,100964,,GAIL,,2024-07-25,2024-07-25,160.00,PE,GAIL24JUL160PE,0.00,0.00,0.00,0.20,0.20,0.20,220.14,0.05,27450,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101159,,GAIL,,2024-07-25,2024-07-25,250.00,CE,GAIL24JUL250CE,1.20,1.30,0.95,1.05,1.05,1.30,220.14,1.05,3888750,292800,434,498594251.25,339,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,116932,,GAIL,,2024-09-26,2024-09-26,250.00,CE,GAIL24SEP250CE,0.00,0.00,0.00,11.00,0.00,11.00,220.14,10.85,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101138,,GAIL,,2024-07-25,2024-07-25,240.00,PE,GAIL24JUL240PE,20.80,21.10,20.55,20.60,20.60,18.20,220.14,20.60,141825,0,6,7158960.00,6,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,116930,,GAIL,,2024-09-26,2024-09-26,240.00,CE,GAIL24SEP240CE,0.00,0.00,0.00,13.90,0.00,13.90,220.14,13.85,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101072,,GAIL,,2024-07-25,2024-07-25,210.00,CE,GAIL24JUL210CE,16.00,16.30,14.00,14.60,14.50,16.05,220.14,14.60,1811700,160125,163,167852861.25,124,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101118,,GAIL,,2024-07-25,2024-07-25,210.00,PE,GAIL24JUL210PE,2.90,3.35,2.65,3.15,3.20,2.95,220.14,3.15,2836500,141825,392,381994428.75,354,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102599,,GAIL,,2024-07-25,2024-07-25,217.50,PE,GAIL24JUL217.5PE,5.00,6.15,5.00,5.75,6.00,5.40,220.14,5.75,343125,22875,68,69424481.25,66,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102645,,GAIL,,2024-07-25,2024-07-25,242.50,CE,GAIL24JUL242.5CE,1.85,2.10,1.70,1.70,1.70,2.15,220.14,3.30,128100,-9150,10,11183816.25,10,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102602,,GAIL,,2024-07-25,2024-07-25,222.50,CE,GAIL24JUL222.5CE,8.50,8.65,6.85,7.30,7.25,8.30,220.14,7.30,1258125,379725,474,498944010.00,444,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102886,,GAIL,,2024-08-29,2024-08-29,240.00,CE,GAIL24AUG240CE,0.00,0.00,0.00,4.10,0.00,4.10,220.14,9.90,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101121,,GAIL,,2024-07-25,2024-07-25,220.00,CE,GAIL24JUL220CE,9.90,10.60,7.95,8.45,8.40,9.55,220.14,8.45,6203700,558150,1103,1154577881.25,1041,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,116926,,GAIL,,2024-09-26,2024-09-26,220.00,CE,GAIL24SEP220CE,0.00,0.00,0.00,21.70,0.00,21.70,220.14,21.90,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102746,,GAIL,,2024-08-29,2024-08-29,215.00,PE,GAIL24AUG215PE,0.00,0.00,0.00,21.85,0.00,21.85,220.14,12.70,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102629,,GAIL,,2024-07-25,2024-07-25,237.50,CE,GAIL24JUL237.5CE,3.05,3.15,2.45,2.60,2.65,3.15,220.14,2.60,192150,32025,64,70380656.25,49,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101056,,GAIL,,2024-07-25,2024-07-25,170.00,CE,GAIL24JUL170CE,0.00,0.00,0.00,50.20,50.20,50.20,220.14,51.00,13725,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102646,,GAIL,,2024-07-25,2024-07-25,242.50,PE,GAIL24JUL242.5PE,22.40,22.65,22.05,22.65,22.65,21.45,220.14,22.65,18300,0,5,6057986.25,5,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102941,,GAIL,,2024-08-29,2024-08-29,250.00,PE,GAIL24AUG250PE,0.00,0.00,0.00,48.85,0.00,48.85,220.14,34.25,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102593,,GAIL,,2024-07-25,2024-07-25,202.50,PE,GAIL24JUL202.5PE,1.60,1.60,1.30,1.60,1.60,1.50,220.14,1.60,288225,27450,13,12132442.50,10,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102914,,GAIL,,2024-08-29,2024-08-29,245.00,CE,GAIL24AUG245CE,0.00,0.00,0.00,3.40,0.00,3.40,220.14,8.45,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,123655,,MARICO,,2024-08-29,2024-08-29,620.00,PE,MARICO24AUG620PE,0.00,0.00,0.00,38.75,0.00,38.75,607.50,30.15,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,123485,,MARICO,,2024-07-25,2024-07-25,635.00,CE,MARICO24JUL635CE,7.10,7.15,6.15,6.85,6.65,6.80,607.50,6.85,115200,-7200,47,36187740.00,44,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,123486,,MARICO,,2024-07-25,2024-07-25,635.00,PE,MARICO24JUL635PE,32.25,32.25,32.25,32.25,32.25,36.30,607.50,32.40,9600,-1200,1,800700.00,1,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139842,,MARICO,,2024-08-29,2024-08-29,635.00,PE,MARICO24AUG635PE,0.00,0.00,0.00,37.55,0.00,37.55,607.50,39.00,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139841,,MARICO,,2024-08-29,2024-08-29,635.00,CE,MARICO24AUG635CE,0.00,0.00,0.00,22.15,0.00,22.15,607.50,18.70,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139719,,MARICO,,2024-08-29,2024-08-29,545.00,CE,MARICO24AUG545CE,0.00,0.00,0.00,78.30,0.00,78.30,607.50,73.40,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,123495,,MARICO,,2024-07-25,2024-07-25,665.00,CE,MARICO24JUL665CE,2.10,2.20,1.90,1.95,1.95,2.50,607.50,2.35,100800,91200,98,78439740.00,75,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,123635,,MARICO,,2024-08-29,2024-08-29,520.00,PE,MARICO24AUG520PE,0.00,0.00,0.00,4.60,0.00,4.60,607.50,1.90,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,123705,,MARICO,,2024-08-29,2024-08-29,710.00,PE,MARICO24AUG710PE,0.00,0.00,0.00,105.50,0.00,105.50,607.50,97.90,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,51432,,MARICO,,2024-07-25,2024-07-25,710.00,CE,MARICO24JUL710CE,0.55,0.55,0.55,0.55,0.55,0.55,607.50,0.25,26400,0,2,1705320.00,1,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,123704,,MARICO,,2024-08-29,2024-08-29,710.00,CE,MARICO24AUG710CE,0.00,0.00,0.00,5.55,0.00,5.55,607.50,3.45,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,123668,,MARICO,,2024-08-29,2024-08-29,650.00,PE,MARICO24AUG650PE,0.00,0.00,0.00,57.85,0.00,57.85,607.50,49.00,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,127526,,MARICO,,2024-07-25,2024-07-25,650.00,CE,MARICO24JUL650CE,3.85,4.40,3.50,4.00,4.00,4.05,607.50,4.00,612000,-50400,443,347602380.00,384,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139990,,MARICO,,2024-09-26,2024-09-26,650.00,CE,MARICO24SEP650CE,0.00,0.00,0.00,23.65,0.00,23.65,607.50,20.60,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,127527,,MARICO,,2024-07-25,2024-07-25,650.00,PE,MARICO24JUL650PE,46.15,46.40,43.30,43.40,43.55,48.60,607.50,43.40,52800,8400,10,8338740.00,9,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,123676,,MARICO,,2024-08-29,2024-08-29,680.00,PE,MARICO24AUG680PE,0.00,0.00,0.00,80.40,0.00,80.40,607.50,72.00,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,140042,,MARICO,,2024-09-26,2024-09-26,720.00,PE,MARICO24SEP720PE,0.00,0.00,0.00,102.85,0.00,102.85,607.50,106.40,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STF,56479,,MARICO,,2024-08-29,2024-08-29,,,MARICO24AUGFUT,609.25,614.60,608.65,613.65,613.85,609.70,607.50,613.65,249600,12000,98,71974140.00,97,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,127529,,MARICO,,2024-07-25,2024-07-25,660.00,PE,MARICO24JUL660PE,0.00,0.00,0.00,57.50,57.50,57.50,607.50,52.60,4800,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139777,,MARICO,,2024-08-29,2024-08-29,555.00,PE,MARICO24AUG555PE,0.00,0.00,0.00,6.55,0.00,6.55,607.50,6.45,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,127506,,MARICO,,2024-07-25,2024-07-25,550.00,CE,MARICO24JUL550CE,0.00,0.00,0.00,67.70,67.70,67.70,607.50,61.10,2400,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139923,,MARICO,,2024-09-26,2024-09-26,550.00,CE,MARICO24SEP550CE,0.00,0.00,0.00,80.15,0.00,80.15,607.50,75.45,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,123475,,MARICO,,2024-07-25,2024-07-25,585.00,CE,MARICO24JUL585CE,29.45,29.45,29.40,29.40,29.40,33.55,607.50,32.00,3600,2400,2,1474620.00,2,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139832,,MARICO,,2024-08-29,2024-08-29,585.00,PE,MARICO24AUG585PE,0.00,0.00,0.00,14.25,0.00,14.25,607.50,14.50,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,123476,,MARICO,,2024-07-25,2024-07-25,585.00,PE,MARICO24JUL585PE,7.25,7.25,5.70,6.05,6.10,8.10,607.50,6.05,60000,7200,41,29095560.00,31,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139946,,MARICO,,2024-09-26,2024-09-26,640.00,PE,MARICO24SEP640PE,0.00,0.00,0.00,44.15,0.00,44.15,607.50,45.80,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139945,,MARICO,,2024-09-26,2024-09-26,640.00,CE,MARICO24SEP640CE,0.00,0.00,0.00,27.35,0.00,27.35,607.50,24.05,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,123658,,MARICO,,2024-08-29,2024-08-29,640.00,CE,MARICO24AUG640CE,0.00,0.00,0.00,19.85,0.00,19.85,607.50,16.95,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,127530,,MARICO,,2024-07-25,2024-07-25,680.00,CE,MARICO24JUL680CE,1.40,1.45,1.05,1.30,1.30,1.45,607.50,1.30,91200,-8400,50,40873620.00,42,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,123644,,MARICO,,2024-08-29,2024-08-29,570.00,CE,MARICO24AUG570CE,0.00,0.00,0.00,53.55,0.00,53.55,607.50,53.90,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,127510,,MARICO,,2024-07-25,2024-07-25,570.00,CE,MARICO24JUL570CE,40.95,40.95,40.95,40.95,40.95,39.00,607.50,43.55,2400,0,1,733140.00,1,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139928,,MARICO,,2024-09-26,2024-09-26,570.00,PE,MARICO24SEP570PE,0.00,0.00,0.00,13.50,0.00,13.50,607.50,13.75,0,0,0,0.00,0,F1,1200,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102915,,GAIL,,2024-08-29,2024-08-29,245.00,PE,GAIL24AUG245PE,0.00,0.00,0.00,44.55,0.00,44.55,220.14,30.55,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101059,,GAIL,,2024-07-25,2024-07-25,175.00,PE,GAIL24JUL175PE,0.00,0.00,0.00,0.60,0.60,0.60,220.14,0.20,4575,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102625,,GAIL,,2024-07-25,2024-07-25,227.50,CE,GAIL24JUL227.5CE,6.30,6.35,4.95,5.30,5.25,6.15,220.14,5.30,530700,68625,196,209019626.25,186,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102595,,GAIL,,2024-07-25,2024-07-25,207.50,PE,GAIL24JUL207.5PE,2.55,2.65,2.15,2.45,2.45,2.35,220.14,2.45,228750,-59475,84,80693850.00,55,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,116931,,GAIL,,2024-09-26,2024-09-26,240.00,PE,GAIL24SEP240PE,0.00,0.00,0.00,31.65,0.00,31.65,220.14,29.70,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102626,,GAIL,,2024-07-25,2024-07-25,227.50,PE,GAIL24JUL227.5PE,10.65,11.75,10.00,11.75,11.75,10.20,220.14,13.90,105225,-13725,23,25083810.00,23,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101061,,GAIL,,2024-07-25,2024-07-25,180.00,PE,GAIL24JUL180PE,0.25,0.25,0.20,0.20,0.20,0.25,220.14,0.20,622200,64050,31,25562812.50,22,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101127,,GAIL,,2024-07-25,2024-07-25,230.00,CE,GAIL24JUL230CE,5.35,5.60,4.20,4.50,4.45,5.20,220.14,4.50,6450750,311100,1418,1522565947.50,1106,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102824,,GAIL,,2024-08-29,2024-08-29,230.00,PE,GAIL24AUG230PE,0.00,0.00,0.00,32.45,0.00,32.45,220.14,20.65,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102750,,GAIL,,2024-08-29,2024-08-29,220.00,PE,GAIL24AUG220PE,10.25,10.65,9.55,10.35,10.35,10.30,220.14,10.35,114375,59475,21,22107543.75,19,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101119,,GAIL,,2024-07-25,2024-07-25,215.00,CE,GAIL24JUL215CE,12.70,12.70,10.70,11.25,11.15,12.60,220.14,11.25,1427400,59475,154,159631357.50,140,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101158,,GAIL,,2024-07-25,2024-07-25,245.00,PE,GAIL24JUL245PE,23.65,23.65,23.65,23.65,23.65,23.60,220.14,26.65,9150,-4575,1,1229073.75,1,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102745,,GAIL,,2024-08-29,2024-08-29,215.00,CE,GAIL24AUG215CE,0.00,0.00,0.00,10.15,0.00,10.15,220.14,20.25,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102589,,GAIL,,2024-07-25,2024-07-25,197.50,PE,GAIL24JUL197.5PE,0.85,0.90,0.85,0.90,0.90,1.00,220.14,0.90,54900,4575,6,5445393.75,6,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102624,,GAIL,,2024-07-25,2024-07-25,222.50,PE,GAIL24JUL222.5PE,7.65,8.75,7.15,8.20,8.40,7.55,220.14,8.20,539850,187575,215,226621252.50,215,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102752,,GAIL,,2024-08-29,2024-08-29,225.00,PE,GAIL24AUG225PE,0.00,0.00,0.00,28.70,0.00,28.70,220.14,17.75,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101126,,GAIL,,2024-07-25,2024-07-25,225.00,PE,GAIL24JUL225PE,8.75,10.15,8.45,9.70,9.75,8.90,220.14,9.70,1098000,86925,167,179027527.50,167,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102751,,GAIL,,2024-08-29,2024-08-29,225.00,CE,GAIL24AUG225CE,11.60,11.75,11.60,11.75,11.75,12.25,220.14,15.45,36600,0,2,2165576.25,2,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101125,,GAIL,,2024-07-25,2024-07-25,225.00,CE,GAIL24JUL225CE,7.60,7.60,5.85,6.25,6.15,7.15,220.14,6.25,4112925,114375,1503,1592385937.50,1349,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101162,,GAIL,,2024-07-25,2024-07-25,255.00,PE,GAIL24JUL255PE,0.00,0.00,0.00,30.20,30.20,30.20,220.14,35.25,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102597,,GAIL,,2024-07-25,2024-07-25,212.50,PE,GAIL24JUL212.5PE,3.50,4.10,3.35,3.90,4.00,3.55,220.14,3.90,402600,4575,71,70254615.00,64,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101130,,GAIL,,2024-07-25,2024-07-25,235.00,PE,GAIL24JUL235PE,17.05,17.15,16.35,16.45,16.55,16.95,220.14,16.45,210450,9150,9,10365577.50,9,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,116924,,GAIL,,2024-09-26,2024-09-26,210.00,CE,GAIL24SEP210CE,0.00,0.00,0.00,26.65,0.00,26.65,220.14,27.05,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STF,46833,,GAIL,,2024-07-25,2024-07-25,,,GAIL24JULFUT,223.45,224.70,220.25,221.35,221.30,223.05,220.14,221.35,132578925,1372500,4917,4992612633.75,4239,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,116919,,GAIL,,2024-09-26,2024-09-26,180.00,PE,GAIL24SEP180PE,0.00,0.00,0.00,4.95,0.00,4.95,220.14,4.15,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101129,,GAIL,,2024-07-25,2024-07-25,235.00,CE,GAIL24JUL235CE,3.80,3.85,2.90,3.15,3.20,3.70,220.14,3.15,1701900,183000,585,637822481.25,494,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102885,,GAIL,,2024-08-29,2024-08-29,235.00,PE,GAIL24AUG235PE,0.00,0.00,0.00,36.35,0.00,36.35,220.14,23.75,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101068,,GAIL,,2024-07-25,2024-07-25,200.00,CE,GAIL24JUL200CE,23.25,24.70,21.80,22.55,22.60,24.35,220.14,22.55,516975,-4575,49,50056218.75,43,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102650,,GAIL,,2024-07-25,2024-07-25,247.50,PE,GAIL24JUL247.5PE,0.00,0.00,0.00,23.00,23.00,23.00,220.14,28.75,13725,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102596,,GAIL,,2024-07-25,2024-07-25,212.50,CE,GAIL24JUL212.5CE,13.00,14.15,12.20,12.50,12.50,14.15,220.14,14.90,315675,18300,10,10320513.75,10,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102884,,GAIL,,2024-08-29,2024-08-29,235.00,CE,GAIL24AUG235CE,0.00,0.00,0.00,5.00,0.00,5.00,220.14,11.55,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101060,,GAIL,,2024-07-25,2024-07-25,180.00,CE,GAIL24JUL180CE,0.00,0.00,0.00,43.20,43.20,43.20,220.14,41.30,27450,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102823,,GAIL,,2024-08-29,2024-08-29,230.00,CE,GAIL24AUG230CE,9.50,10.00,8.75,8.95,8.95,10.00,220.14,8.95,283650,54900,25,27398302.50,25,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101124,,GAIL,,2024-07-25,2024-07-25,220.00,PE,GAIL24JUL220PE,6.15,7.40,5.95,7.00,7.10,6.40,220.14,7.00,3541050,242475,680,705352455.00,630,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102749,,GAIL,,2024-08-29,2024-08-29,220.00,CE,GAIL24AUG220CE,13.95,14.95,13.25,13.45,13.45,15.05,220.14,13.45,205875,96075,29,31059675.00,29,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102627,,GAIL,,2024-07-25,2024-07-25,232.50,CE,GAIL24JUL232.5CE,4.50,4.60,3.45,3.75,3.85,4.45,220.14,3.75,818925,-132675,261,282395763.75,248,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102695,,GAIL,,2024-08-29,2024-08-29,210.00,CE,GAIL24AUG210CE,0.00,0.00,0.00,11.95,0.00,11.95,220.14,23.05,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102696,,GAIL,,2024-08-29,2024-08-29,210.00,PE,GAIL24AUG210PE,5.60,6.25,5.60,6.25,6.25,5.60,220.14,10.50,36600,13725,3,2963227.50,3,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,116925,,GAIL,,2024-09-26,2024-09-26,210.00,PE,GAIL24SEP210PE,0.00,0.00,0.00,14.90,0.00,14.90,220.14,13.40,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,116929,,GAIL,,2024-09-26,2024-09-26,230.00,PE,GAIL24SEP230PE,0.00,0.00,0.00,25.35,0.00,25.35,220.14,23.50,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102587,,GAIL,,2024-07-25,2024-07-25,192.50,PE,GAIL24JUL192.5PE,0.55,0.55,0.55,0.55,0.55,0.60,220.14,1.40,54900,-4575,1,883203.75,1,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,116933,,GAIL,,2024-09-26,2024-09-26,250.00,PE,GAIL24SEP250PE,0.00,0.00,0.00,38.55,0.00,38.55,220.14,36.50,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101160,,GAIL,,2024-07-25,2024-07-25,250.00,PE,GAIL24JUL250PE,0.00,0.00,0.00,28.60,28.60,28.60,220.14,30.85,18300,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,102913,,GAIL,,2024-08-29,2024-08-29,240.00,PE,GAIL24AUG240PE,0.00,0.00,0.00,40.40,0.00,40.40,220.14,27.05,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,116927,,GAIL,,2024-09-26,2024-09-26,220.00,PE,GAIL24SEP220PE,0.00,0.00,0.00,19.75,0.00,19.75,220.14,18.05,0,0,0,0.00,0,F1,4575,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,101065,,GAIL,,2024-07-25,2024-07-25,190.00,PE,GAIL24JUL190PE,0.45,0.50,0.35,0.45,0.45,0.45,220.14,0.45,1830000,0,73,63594558.75,59,F1,4575,,,,,
