TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-07-03,2024-07-03,FO,NSE,STO,119581,,LT,,2024-07-25,2024-07-25,3540.00,CE,LT24JUL3540CE,153.35,154.50,130.50,136.30,135.25,146.90,3614.35,136.30,67650,-4350,114,62936370.00,89,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,114792,,DRREDDY,,2024-09-26,2024-09-26,6800.00,PE,DRREDDY24SEP6800PE,0.00,0.00,0.00,587.15,0.00,587.15,6426.00,463.10,0,0,0,0.00,0,F1,125,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,97442,,DRREDDY,,2024-07-25,2024-07-25,6200.00,PE,DRREDDY24JUL6200PE,72.65,72.65,45.50,58.85,60.00,74.05,6426.00,58.85,67125,13250,1159,906264518.75,966,F1,125,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,125423,,LT,,2024-07-25,2024-07-25,4000.00,CE,LT24JUL4000CE,12.00,15.90,8.00,8.20,8.30,11.45,3614.35,8.20,441150,-29550,3065,1843239510.00,2084,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,119792,,LT,,2024-08-29,2024-08-29,3000.00,PE,LT24AUG3000PE,0.00,0.00,0.00,12.95,0.00,12.95,3614.35,12.75,0,0,0,0.00,0,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,136688,,LT,,2024-09-26,2024-09-26,3000.00,CE,LT24SEP3000CE,0.00,0.00,0.00,653.15,0.00,653.15,3614.35,690.85,0,0,0,0.00,0,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,125228,,LT,,2024-07-25,2024-07-25,3000.00,PE,LT24JUL3000PE,1.75,1.95,1.60,1.65,1.65,1.95,3614.35,1.65,93900,-900,32,14408422.50,30,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,119602,,LT,,2024-07-25,2024-07-25,3900.00,PE,LT24JUL3900PE,270.40,285.50,270.40,285.50,285.50,278.00,3614.35,301.30,32850,0,2,1253385.00,2,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,114433,,DRREDDY,,2024-08-29,2024-08-29,6450.00,CE,DRREDDY24AUG6450CE,0.00,0.00,0.00,198.15,0.00,198.15,6426.00,278.50,0,0,0,0.00,0,F1,125,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,119601,,LT,,2024-07-25,2024-07-25,3900.00,CE,LT24JUL3900CE,20.75,21.15,14.60,15.30,15.35,19.60,3614.35,15.30,253800,-3450,1615,948810892.50,1185,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,125427,,LT,,2024-07-25,2024-07-25,4080.00,CE,LT24JUL4080CE,7.70,7.70,5.00,5.30,5.30,7.55,3614.35,5.30,20100,7350,93,56997442.50,53,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,100315,,DRREDDY,,2024-07-25,2024-07-25,5450.00,PE,DRREDDY24JUL5450PE,0.00,0.00,0.00,19.70,19.70,19.70,6426.00,0.35,125,0,0,0.00,0,F1,125,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,120003,,LT,,2024-08-29,2024-08-29,4000.00,CE,LT24AUG4000CE,44.05,44.05,34.00,34.30,34.30,38.70,3614.35,34.30,22050,7500,93,56334765.00,70,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,136767,,LT,,2024-09-26,2024-09-26,4000.00,CE,LT24SEP4000CE,0.00,0.00,0.00,109.20,0.00,109.20,3614.35,115.50,0,0,0,0.00,0,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,125424,,LT,,2024-07-25,2024-07-25,4000.00,PE,LT24JUL4000PE,368.00,380.00,368.00,376.45,375.00,386.50,3614.35,376.45,42000,-750,31,20344305.00,24,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,97443,,DRREDDY,,2024-07-25,2024-07-25,6300.00,CE,DRREDDY24JUL6300CE,176.10,283.75,172.90,206.50,200.00,179.35,6426.00,206.50,37000,-19625,1404,1145567087.50,1286,F1,125,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,97457,,DRREDDY,,2024-07-25,2024-07-25,7000.00,CE,DRREDDY24JUL7000CE,14.95,32.60,13.00,18.70,18.80,15.15,6426.00,18.70,123750,8250,4514,3963174843.75,3032,F1,125,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,97458,,DRREDDY,,2024-07-25,2024-07-25,7000.00,PE,DRREDDY24JUL7000PE,538.15,549.40,535.80,549.40,549.40,600.00,6426.00,562.25,375,125,3,2827918.75,3,F1,125,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,125345,,LT,,2024-07-25,2024-07-25,3440.00,CE,LT24JUL3440CE,224.00,224.00,205.00,205.00,205.00,200.40,3614.35,233.60,3900,0,5,2740822.50,5,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,100536,,DRREDDY,,2024-08-29,2024-08-29,7000.00,PE,DRREDDY24AUG7000PE,0.00,0.00,0.00,1040.25,0.00,1040.25,6426.00,581.90,0,0,0,0.00,0,F1,125,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,125430,,LT,,2024-07-25,2024-07-25,4120.00,CE,LT24JUL4120CE,4.75,6.10,4.75,6.10,6.10,6.35,3614.35,8.40,3900,0,2,1237627.50,2,F1,150,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,97400,,DRREDDY,,2024-07-25,2024-07-25,5200.00,PE,DRREDDY24JUL5200PE,0.00,0.00,0.00,4.10,4.10,4.10,6426.00,0.05,125,0,0,0.00,0,F1,125,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,99059,,BALKRISIND,,2024-08-29,2024-08-29,2850.00,CE,BALKRISIND24AUG2850CE,0.00,0.00,0.00,438.00,0.00,438.00,3112.30,357.95,0,0,0,0.00,0,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139632,,SUNPHARMA,,2024-08-29,2024-08-29,1660.00,CE,SUNPHARMA24AUG1660CE,0.00,0.00,0.00,16.80,0.00,16.80,1533.85,20.25,0,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,86269,,BALKRISIND,,2024-07-25,2024-07-25,3460.00,CE,BALKRISIND24JUL3460CE,14.20,14.20,13.70,13.70,13.70,34.00,3112.30,19.40,1500,0,2,2084370.00,2,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,74339,,BALKRISIND,,2024-07-25,2024-07-25,3200.00,CE,BALKRISIND24JUL3200CE,72.00,82.25,51.00,57.20,59.85,67.65,3112.30,57.20,118500,15600,449,440269590.00,419,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,152965,,SUNPHARMA,,2024-09-26,2024-09-26,1440.00,CE,SUNPHARMA24SEP1440CE,0.00,0.00,0.00,132.35,0.00,132.35,1533.85,142.00,0,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139612,,SUNPHARMA,,2024-08-29,2024-08-29,1500.00,CE,SUNPHARMA24AUG1500CE,0.00,0.00,0.00,61.90,0.00,61.90,1533.85,85.15,0,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,143488,,SUNPHARMA,,2024-07-25,2024-07-25,1440.00,CE,SUNPHARMA24JUL1440CE,82.75,91.10,78.45,91.10,91.10,92.35,1533.85,105.20,2100,1050,4,2132410.00,4,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,98977,,BALKRISIND,,2024-07-25,2024-07-25,2950.00,CE,BALKRISIND24JUL2950CE,0.00,0.00,0.00,300.90,0.00,300.90,3112.30,218.20,0,0,0,0.00,0,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,99064,,BALKRISIND,,2024-08-29,2024-08-29,2950.00,PE,BALKRISIND24AUG2950PE,0.00,0.00,0.00,78.30,0.00,78.30,3112.30,94.05,0,0,0,0.00,0,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,86204,,BALKRISIND,,2024-07-25,2024-07-25,3180.00,CE,BALKRISIND24JUL3180CE,78.20,92.80,56.85,66.10,66.70,73.60,3112.30,66.10,18300,6000,96,93656490.00,94,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,152973,,SUNPHARMA,,2024-09-26,2024-09-26,1600.00,CE,SUNPHARMA24SEP1600CE,0.00,0.00,0.00,49.15,0.00,49.15,1533.85,52.65,0,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,143512,,SUNPHARMA,,2024-07-25,2024-07-25,1680.00,CE,SUNPHARMA24JUL1680CE,2.20,2.30,1.80,2.15,2.25,2.30,1533.85,2.15,18550,700,110,64755635.00,102,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,99140,,BALKRISIND,,2024-09-26,2024-09-26,2800.00,CE,BALKRISIND24SEP2800CE,0.00,0.00,0.00,514.20,0.00,514.20,3112.30,434.90,0,0,0,0.00,0,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,99318,,BALKRISIND,,2024-09-26,2024-09-26,3600.00,CE,BALKRISIND24SEP3600CE,0.00,0.00,0.00,115.90,0.00,115.90,3112.30,80.95,0,0,0,0.00,0,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,61318,,BALKRISIND,,2024-07-25,2024-07-25,3240.00,CE,BALKRISIND24JUL3240CE,59.95,59.95,43.95,45.05,47.00,57.05,3112.30,45.05,24300,600,9,8882790.00,9,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,138574,,SUNPHARMA,,2024-07-25,2024-07-25,1450.00,CE,SUNPHARMA24JUL1450CE,72.05,87.00,72.05,87.00,87.00,87.00,1533.85,96.65,19600,0,2,1070667.50,2,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139626,,SUNPHARMA,,2024-08-29,2024-08-29,1600.00,CE,SUNPHARMA24AUG1600CE,27.50,29.00,27.40,27.50,27.50,27.20,1533.85,27.50,3500,1400,8,4558400.00,8,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,99312,,BALKRISIND,,2024-09-26,2024-09-26,3300.00,CE,BALKRISIND24SEP3300CE,0.00,0.00,0.00,217.95,0.00,217.95,3112.30,165.00,0,0,0,0.00,0,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,86193,,BALKRISIND,,2024-07-25,2024-07-25,2940.00,PE,BALKRISIND24JUL2940PE,0.00,0.00,0.00,19.75,19.75,19.75,3112.30,40.65,600,0,0,0.00,0,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139494,,SUNPHARMA,,2024-08-29,2024-08-29,1420.00,CE,SUNPHARMA24AUG1420CE,0.00,0.00,0.00,104.00,0.00,104.00,1533.85,142.50,0,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139565,,SUNPHARMA,,2024-08-29,2024-08-29,1420.00,PE,SUNPHARMA24AUG1420PE,0.00,0.00,0.00,39.35,0.00,39.35,1533.85,12.60,0,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,152963,,SUNPHARMA,,2024-09-26,2024-09-26,1400.00,CE,SUNPHARMA24SEP1400CE,0.00,0.00,0.00,161.45,0.00,161.45,1533.85,172.55,0,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,99317,,BALKRISIND,,2024-09-26,2024-09-26,3500.00,PE,BALKRISIND24SEP3500PE,0.00,0.00,0.00,381.40,0.00,381.40,3112.30,432.30,0,0,0,0.00,0,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,99316,,BALKRISIND,,2024-09-26,2024-09-26,3500.00,CE,BALKRISIND24SEP3500CE,0.00,0.00,0.00,144.35,0.00,144.35,3112.30,103.50,0,0,0,0.00,0,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,143499,,SUNPHARMA,,2024-07-25,2024-07-25,1540.00,PE,SUNPHARMA24JUL1540PE,45.90,48.75,31.50,32.35,32.50,36.30,1533.85,32.35,85050,24500,275,151613437.50,226,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139618,,SUNPHARMA,,2024-08-29,2024-08-29,1560.00,CE,SUNPHARMA24AUG1560CE,0.00,0.00,0.00,39.50,0.00,39.50,1533.85,53.05,0,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,98989,,BALKRISIND,,2024-07-25,2024-07-25,3550.00,CE,BALKRISIND24JUL3550CE,0.00,0.00,0.00,31.25,0.00,31.25,3112.30,10.85,0,0,0,0.00,0,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,86190,,BALKRISIND,,2024-07-25,2024-07-25,2900.00,CE,BALKRISIND24JUL2900CE,233.95,233.95,233.95,233.95,233.95,254.60,3112.30,255.65,300,0,1,940185.00,1,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139473,,SUNPHARMA,,2024-08-29,2024-08-29,1360.00,PE,SUNPHARMA24AUG1360PE,0.00,0.00,0.00,21.35,0.00,21.35,1533.85,4.80,0,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,74297,,BALKRISIND,,2024-07-25,2024-07-25,3000.00,PE,BALKRISIND24JUL3000PE,29.00,44.40,25.30,40.50,39.05,35.80,3112.30,40.50,58200,15300,192,174967920.00,160,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,99055,,BALKRISIND,,2024-08-29,2024-08-29,2700.00,CE,BALKRISIND24AUG2700CE,0.00,0.00,0.00,559.80,0.00,559.80,3112.30,474.35,0,0,0,0.00,0,F1,300,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,112291,,ICICIPRULI,,2024-08-29,2024-08-29,600.00,CE,ICICIPRULI24AUG600CE,0.00,0.00,0.00,21.60,0.00,21.60,634.40,56.95,0,0,0,0.00,0,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,111301,,ICICIPRULI,,2024-07-25,2024-07-25,570.00,CE,ICICIPRULI24JUL570CE,0.00,0.00,0.00,63.15,63.15,63.15,634.40,68.85,4500,0,0,0.00,0,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,111345,,ICICIPRULI,,2024-07-25,2024-07-25,670.00,PE,ICICIPRULI24JUL670PE,47.30,47.30,44.15,44.15,44.15,49.75,634.40,41.55,4500,0,2,2147175.00,2,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,112154,,ICICIPRULI,,2024-07-25,2024-07-25,605.00,PE,ICICIPRULI24JUL605PE,11.95,13.70,7.60,8.35,8.30,13.45,634.40,8.35,42000,-12000,68,62721300.00,64,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,112153,,ICICIPRULI,,2024-07-25,2024-07-25,605.00,CE,ICICIPRULI24JUL605CE,38.00,39.50,28.65,37.90,37.90,30.85,634.40,40.15,40500,-6000,13,12480150.00,13,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,112276,,ICICIPRULI,,2024-08-29,2024-08-29,520.00,PE,ICICIPRULI24AUG520PE,0.00,0.00,0.00,19.85,0.00,19.85,634.40,1.80,0,0,0,0.00,0,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,111294,,ICICIPRULI,,2024-07-25,2024-07-25,530.00,PE,ICICIPRULI24JUL530PE,0.80,0.80,0.40,0.40,0.40,1.45,634.40,0.40,124500,4500,38,30243900.00,35,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,111335,,ICICIPRULI,,2024-07-25,2024-07-25,620.00,PE,ICICIPRULI24JUL620PE,18.25,20.35,12.00,13.10,13.15,20.00,634.40,13.10,178500,33000,635,604249650.00,598,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,124532,,ICICIPRULI,,2024-09-26,2024-09-26,540.00,PE,ICICIPRULI24SEP540PE,0.00,0.00,0.00,12.75,0.00,12.75,634.40,6.35,0,0,0,0.00,0,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,111296,,ICICIPRULI,,2024-07-25,2024-07-25,540.00,PE,ICICIPRULI24JUL540PE,1.20,1.30,0.65,0.70,0.70,1.45,634.40,0.70,133500,60000,142,115200750.00,110,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STF,35699,,ICICIPRULI,,2024-09-26,2024-09-26,,,ICICIPRULI24SEPFUT,634.30,644.60,628.00,641.00,641.00,630.50,634.40,641.00,19500,6000,16,15357225.00,16,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,112315,,ICICIPRULI,,2024-08-29,2024-08-29,720.00,CE,ICICIPRULI24AUG720CE,6.90,6.90,6.90,6.90,6.90,3.15,634.40,9.35,3000,3000,2,2180700.00,2,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,112165,,ICICIPRULI,,2024-07-25,2024-07-25,665.00,CE,ICICIPRULI24JUL665CE,8.80,11.50,6.50,9.75,9.75,8.25,634.40,9.75,28500,3000,24,24279900.00,23,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,124542,,ICICIPRULI,,2024-09-26,2024-09-26,640.00,PE,ICICIPRULI24SEP640PE,0.00,0.00,0.00,56.95,0.00,56.95,634.40,38.00,0,0,0,0.00,0,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,112303,,ICICIPRULI,,2024-08-29,2024-08-29,660.00,CE,ICICIPRULI24AUG660CE,0.00,0.00,0.00,8.75,0.00,8.75,634.40,25.55,0,0,0,0.00,0,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,111343,,ICICIPRULI,,2024-07-25,2024-07-25,660.00,PE,ICICIPRULI24JUL660PE,38.95,38.95,33.80,33.85,33.85,45.60,634.40,34.45,1500,0,4,4178325.00,4,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,124533,,ICICIPRULI,,2024-09-26,2024-09-26,560.00,CE,ICICIPRULI24SEP560CE,0.00,0.00,0.00,68.25,0.00,68.25,634.40,93.75,0,0,0,0.00,0,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,112306,,ICICIPRULI,,2024-08-29,2024-08-29,670.00,PE,ICICIPRULI24AUG670PE,0.00,0.00,0.00,116.45,0.00,116.45,634.40,49.90,0,0,0,0.00,0,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,124539,,ICICIPRULI,,2024-09-26,2024-09-26,620.00,CE,ICICIPRULI24SEP620CE,0.00,0.00,0.00,35.90,0.00,35.90,634.40,53.55,0,0,0,0.00,0,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,124540,,ICICIPRULI,,2024-09-26,2024-09-26,620.00,PE,ICICIPRULI24SEP620PE,0.00,0.00,0.00,45.05,0.00,45.05,634.40,28.70,0,0,0,0.00,0,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,112155,,ICICIPRULI,,2024-07-25,2024-07-25,615.00,CE,ICICIPRULI24JUL615CE,29.00,34.20,22.65,33.05,32.25,25.40,634.40,33.05,75000,4500,72,69401475.00,67,F1,1500,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,105504,,HCLTECH,,2024-07-25,2024-07-25,1560.00,PE,HCLTECH24JUL1560PE,102.10,106.00,92.95,95.25,94.80,100.05,1481.00,95.25,46900,-1750,56,32464460.00,54,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STF,56424,,HCLTECH,,2024-08-29,2024-08-29,,,HCLTECH24AUGFUT,1487.40,1490.55,1475.00,1487.10,1488.20,1485.05,1481.00,1487.10,302750,16800,325,168935165.00,299,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,120825,,HCLTECH,,2024-09-26,2024-09-26,1480.00,CE,HCLTECH24SEP1480CE,0.00,0.00,0.00,79.70,0.00,79.70,1481.00,89.80,0,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,108308,,HCLTECH,,2024-08-29,2024-08-29,1280.00,PE,HCLTECH24AUG1280PE,0.00,0.00,0.00,39.05,0.00,39.05,1481.00,4.55,0,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,108307,,HCLTECH,,2024-08-29,2024-08-29,1280.00,CE,HCLTECH24AUG1280CE,0.00,0.00,0.00,114.00,0.00,114.00,1481.00,220.05,0,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,108090,,HCLTECH,,2024-07-25,2024-07-25,1540.00,CE,HCLTECH24JUL1540CE,19.55,21.00,15.40,16.70,16.90,19.45,1481.00,16.70,379750,-75600,1019,555422367.50,824,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,105464,,HCLTECH,,2024-07-25,2024-07-25,1400.00,PE,HCLTECH24JUL1400PE,14.50,16.85,12.45,13.05,12.65,15.35,1481.00,13.05,424900,-700,870,430605770.00,748,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,108309,,HCLTECH,,2024-08-29,2024-08-29,1320.00,CE,HCLTECH24AUG1320CE,0.00,0.00,0.00,90.55,0.00,90.55,1481.00,184.50,0,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,105460,,HCLTECH,,2024-07-25,2024-07-25,1320.00,PE,HCLTECH24JUL1320PE,4.85,4.95,3.90,4.15,4.05,4.85,1481.00,4.15,53550,5600,81,37544605.00,73,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,120827,,HCLTECH,,2024-09-26,2024-09-26,1520.00,CE,HCLTECH24SEP1520CE,0.00,0.00,0.00,62.50,0.00,62.50,1481.00,70.65,0,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,108305,,HCLTECH,,2024-08-29,2024-08-29,1240.00,CE,HCLTECH24AUG1240CE,0.00,0.00,0.00,140.80,0.00,140.80,1481.00,257.25,0,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,120720,,HCLTECH,,2024-09-26,2024-09-26,1200.00,PE,HCLTECH24SEP1200PE,0.00,0.00,0.00,4.70,0.00,4.70,1481.00,2.85,0,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,108323,,HCLTECH,,2024-08-29,2024-08-29,1600.00,CE,HCLTECH24AUG1600CE,21.45,22.80,19.60,21.65,21.65,22.40,1481.00,21.65,39200,8050,50,28377965.00,41,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,108328,,HCLTECH,,2024-08-29,2024-08-29,1680.00,PE,HCLTECH24AUG1680PE,0.00,0.00,0.00,322.95,0.00,322.95,1481.00,192.05,0,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,105461,,HCLTECH,,2024-07-25,2024-07-25,1360.00,CE,HCLTECH24JUL1360CE,0.00,0.00,0.00,126.50,126.50,126.50,1481.00,130.65,10150,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,120820,,HCLTECH,,2024-09-26,2024-09-26,1360.00,PE,HCLTECH24SEP1360PE,25.95,25.95,25.95,25.95,25.95,25.90,1481.00,22.60,700,350,1,485082.50,1,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,108078,,HCLTECH,,2024-07-25,2024-07-25,1300.00,CE,HCLTECH24JUL1300CE,0.00,0.00,0.00,184.00,184.00,184.00,1481.00,187.30,23100,0,0,0.00,0,F1,350,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,150732,,PIDILITIND,,2024-08-29,2024-08-29,3380.00,PE,PIDILITIND24AUG3380PE,0.00,0.00,0.00,258.40,0.00,258.40,3111.95,278.20,0,0,0,0.00,0,F1,250,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,150843,,PIDILITIND,,2024-09-26,2024-09-26,3320.00,CE,PIDILITIND24SEP3320CE,0.00,0.00,0.00,115.65,0.00,115.65,3111.95,95.30,0,0,0,0.00,0,F1,250,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,132799,,PIDILITIND,,2024-08-29,2024-08-29,3320.00,CE,PIDILITIND24AUG3320CE,0.00,0.00,0.00,63.40,0.00,63.40,3111.95,63.40,0,0,0,0.00,0,F1,250,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,132643,,PIDILITIND,,2024-07-25,2024-07-25,3500.00,CE,PIDILITIND24JUL3500CE,4.70,5.70,4.00,4.35,4.50,4.45,3111.95,4.35,50250,-6500,205,179621675.00,190,F1,250,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139273,,PIDILITIND,,2024-07-25,2024-07-25,3440.00,CE,PIDILITIND24JUL3440CE,0.00,0.00,0.00,25.30,0.00,25.30,3111.95,6.20,0,0,0,0.00,0,F1,250,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,132781,,PIDILITIND,,2024-08-29,2024-08-29,2960.00,CE,PIDILITIND24AUG2960CE,0.00,0.00,0.00,202.85,0.00,202.85,3111.95,238.25,0,0,0,0.00,0,F1,250,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,132782,,PIDILITIND,,2024-08-29,2024-08-29,2960.00,PE,PIDILITIND24AUG2960PE,0.00,0.00,0.00,110.70,0.00,110.70,3111.95,52.80,0,0,0,0.00,0,F1,250,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139249,,PIDILITIND,,2024-07-25,2024-07-25,2960.00,CE,PIDILITIND24JUL2960CE,0.00,0.00,0.00,154.75,0.00,154.75,3111.95,186.05,0,0,0,0.00,0,F1,250,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,132738,,PIDILITIND,,2024-08-29,2024-08-29,2680.00,PE,PIDILITIND24AUG2680PE,0.00,0.00,0.00,29.85,0.00,29.85,3111.95,7.60,0,0,0,0.00,0,F1,250,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139235,,PIDILITIND,,2024-07-25,2024-07-25,2680.00,CE,PIDILITIND24JUL2680CE,0.00,0.00,0.00,329.45,0.00,329.45,3111.95,443.90,0,0,0,0.00,0,F1,250,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,132598,,PIDILITIND,,2024-07-25,2024-07-25,2860.00,PE,PIDILITIND24JUL2860PE,0.00,0.00,0.00,8.05,8.05,8.05,3111.95,7.30,4250,0,0,0.00,0,F1,250,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,139267,,PIDILITIND,,2024-07-25,2024-07-25,3320.00,CE,PIDILITIND24JUL3320CE,0.00,0.00,0.00,42.20,0.00,42.20,3111.95,19.10,0,0,0,0.00,0,F1,250,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,132808,,PIDILITIND,,2024-08-29,2024-08-29,3480.00,PE,PIDILITIND24AUG3480PE,0.00,0.00,0.00,452.50,0.00,452.50,3111.95,358.25,0,0,0,0.00,0,F1,250,,,,,
2024-07-03,2024-07-03,FO,NSE,STO,150844,,PIDILITIND,,2024-09-26,2024-09-26,3320.00,PE,PIDILITIND24SEP3320PE,0.00,0.00,0.00,231.75,0.00,231.75,3111.95,247.45,0,0,0,0.00,0,F1,250,,,,,
