Date,Close,High,Low,Open,Volume
2024-07-15,5663.9052734375,5743.142758201093,5634.166609039288,5678.325821269725,498397
2024-07-16,5635.71337890625,5713.703430301518,5615.804602197078,5688.255748022843,641858
2024-07-18,5297.60888671875,5648.637223518848,5272.111500947548,5638.308360502524,1342486
2024-07-19,5155.75048828125,5297.608746928956,5095.573911192877,5297.608746928956,879290
2024-07-22,5199.5107421875,5228.201757548557,5073.120192521215,5099.516121565177,631260
2024-07-23,5253.0,5299.354892858819,4945.482332711394,5199.5103616220085,763626
2024-07-24,5276.0029296875,5368.961713951802,5252.301658180742,5274.156627924772,711861
2024-07-25,5299.0556640625,5324.50334520137,5215.277711048447,5264.077284482393,302964
2024-07-26,5382.28466796875,5400.447035021167,5314.074802855549,5349.002994048027,336310
2024-07-29,5506.080078125,5538.563588986019,5353.992848441565,5403.840562976771,533654
2024-07-30,5608.96826171875,5648.387218455319,5508.674460401655,5538.6129085560115,789712
2024-07-31,5827.0205078125,5907.155566673161,5613.509260041234,5613.509260041234,1671711
2024-08-01,5758.9599609375,5881.907388676728,5711.208523725401,5881.907388676728,767562
2024-08-02,5526.88720703125,5793.938271236846,5512.666443667336,5713.254053221488,560989
2024-08-05,5335.9296875,5413.220978531929,5215.327537544173,5349.00290773412,1074769
2024-08-06,5209.98876953125,5456.481994181395,5183.8920322396825,5344.112920629936,642644
2024-08-07,5461.22265625,5488.5161538657985,5263.778477262843,5278.148836082159,717292
2024-08-08,5632.52001953125,5715.648916858961,5478.736091173746,5503.684798328453,1183241
2024-08-09,6262.47509765625,6360.77300733774,5615.056123992633,5727.075823096665,6877196
2024-08-12,6369.255859375,6420.799795089194,6264.121901425998,6290.018856468743,1889796
2024-08-13,6368.60693359375,6429.780970169068,6317.012810984044,6361.920484995779,651594
2024-08-14,6425.14013671875,6438.762032713975,6278.192258647279,6386.868724328804,885572
2024-08-16,6489.05908203125,6534.565623044076,6426.787204093441,6426.787204093441,1153478
2024-08-19,6676.17431640625,6736.151107426037,6508.918081823752,6561.510152789066,1827850
2024-08-20,6779.9609375,6805.708296309899,6591.4983013768615,6696.2331716030585,1143592
