Date,Close,High,Low,Open,Volume
2024-07-15,2462.10546875,2563.3080049267196,2454.1156871079947,2558.6720628449107,1089181
2024-07-16,2527.650390625,2555.5650178955307,2413.6740309473757,2469.799007102076,1868013
2024-07-18,2497.960205078125,2582.345137311932,2409.5806229429318,2554.1839150959936,2144098
2024-07-19,2421.910400390625,2568.5358225033547,2388.570678340932,2498.502779723885,1858841
2024-07-22,2533.27294921875,2542.9888981877916,2347.783957961842,2391.973873982466,2893707
2024-07-23,2407.952880859375,2599.1135375939266,2406.6214112023617,2542.8898291905666,3762141
2024-07-24,2346.551025390625,2436.361063358955,2337.7229636278234,2407.7560144369268,1236916
2024-07-25,2229.220703125,2327.414964118257,2229.220703125,2296.294600387168,1686099
2024-07-26,2182.614501953125,2276.7645178331168,2174.9700493985497,2199.6295737681476,1406510
2024-07-29,2291.708251953125,2291.708251953125,2180.493801032287,2217.3843518407407,1683330
2024-07-30,2406.2763671875,2406.2763671875,2310.1042229773007,2334.714379922316,1214676
2024-07-31,2372.788818359375,2476.309454211163,2351.581627255794,2454.11588212602,1348238
2024-08-01,2318.291015625,2440.306281538812,2298.26743572572,2414.6603788225593,793156
2024-08-02,2294.9140625,2356.266910707539,2253.8805177972063,2263.7443275031023,753818
2024-08-05,2180.19775390625,2235.139121935443,2180.19775390625,2185.9188112958695,1044477
2024-08-06,2071.20263671875,2233.1169631524713,2071.20263671875,2175.9562388578433,1283335
2024-08-07,2149.274658203125,2194.648180538584,1937.2027603308723,2102.964122156478,2791493
2024-08-08,2058.034423828125,2178.866086613684,2042.794886766465,2148.337645281198,1771919
2024-08-09,2027.0621337890625,2130.582761953244,2004.1287776708157,2105.8245048283597,1740077
2024-08-12,1981.7872314453125,2025.2866055394638,1958.9524892737734,1997.3719775946377,1043546
2024-08-13,1924.7249755859375,2006.8904270712324,1914.0226471772066,2002.3530993021604,799969
2024-08-14,1939.915283203125,1979.4692539320838,1865.5422590814192,1934.2435929832866,1400895
2024-08-16,1939.8660888671875,1977.1019691436259,1909.8800843775762,1971.775488015894,801430
2024-08-19,1895.47900390625,1985.1903044356754,1889.9059273770424,1933.3066898011498,791411
2024-08-20,1751.8619384765625,1891.8292992801507,1727.6956051454742,1878.9571000974738,2942955
2024-08-21,1776.8172607421875,1839.5018168857498,1708.4117674603715,1716.3028148851308,2650000
2024-08-22,1727.3009033203125,1803.7946683739458,1723.2073985838408,1803.7946683739458,1214323
2024-08-23,1740.7158203125,1820.7112930590074,1719.5086294147984,1726.1667009757048,1833693
2024-08-26,1764.8819580078125,1791.1196648654732,1735.0439369209123,1790.281265214017,749700
2024-08-27,1753.53857421875,1787.3221186805654,1748.2614606982495,1765.7203537606435,604641
2024-08-28,1749.346435546875,1787.3220982300184,1745.89410257568,1764.4381106983685,646857
2024-08-29,1733.1207275390625,1764.5861840838538,1717.3878788588338,1754.1799371188465,521154
2024-08-30,1786.335693359375,1852.3738421429132,1709.743197389708,1745.9434463026969,2480956
2024-09-02,1806.359375,1837.2330246632368,1765.6217960126678,1793.240460978229,1183854
2024-09-03,1887.0946044921875,1947.9050098205519,1831.7586612104842,1853.606901374358,5277573
2024-09-04,1934.7366943359375,1967.780453225391,1893.8512557537567,1893.8512557537567,2998200
2024-09-05,1875.406005859375,1957.768808924455,1861.3007111833044,1949.7790275104473,1446809
2024-09-06,1806.556640625,1874.0251190984573,1799.1587837837837,1873.9757518897186,978980
2024-09-09,1763.4024658203125,1827.5172247509909,1746.88058563433,1809.0225827517568,843188
2024-09-10,1765.5233154296875,1795.2133584298451,1752.7003628694742,1772.2306337549453,546974
2024-09-11,1733.21923828125,1771.4907453046578,1731.0984952453955,1769.5179834867142,364803
2024-09-12,1726.85693359375,1757.9279308664647,1719.311216296633,1743.8227567302104,465123
2024-09-13,1756.5123291015625,1776.8977655463204,1721.6643724428045,1736.4722655544113,607275
2024-09-16,1729.1177978515625,1766.5323129111005,1724.6260218871428,1766.5323129111005,363350
2024-09-17,1704.5859375,1757.2033674355393,1695.6025061836008,1742.3954738897341,503350
2024-09-18,1695.10888671875,1749.3058004619918,1682.1766839657075,1709.3244884311166,608544
2024-09-19,1679.165771484375,1789.7313800001818,1648.858996638626,1786.868616899529,2151421
2024-09-20,1831.835205078125,1847.0380005361465,1650.5866044342258,1687.6063398805677,5810787
2024-09-23,1777.98388671875,1850.1969536276138,1771.0241283127343,1831.8845969573129,1447221
2024-09-24,1733.4613037109375,1776.947198635888,1727.7356572639442,1776.947198635888,680934
2024-09-25,1696.83642578125,1772.060594126987,1689.0869859203501,1732.5234718236204,791630
2024-09-26,1683.509521484375,1711.1016375327192,1668.4055412201826,1701.920694631519,600097
2024-09-27,1676.450927734375,1713.1251679210693,1670.0341739105666,1687.112659213635,516282
2024-09-30,1700.2916259765625,1710.3116577699366,1649.6979910786063,1671.3175391656582,736079
2024-10-01,1686.22412109375,1710.9039429015356,1679.31377098757,1701.9205118648902,318718
2024-10-03,1637.16064453125,1672.6008919041237,1633.8041647439832,1648.6120574758017,499934
2024-10-04,1638.394775390625,1675.2664073375902,1576.991302652514,1637.160784224348,1207497
2024-10-07,1518.45068359375,1652.5608061568864,1481.7764456639704,1638.740106463818,1218102
2024-10-08,1642.7877197265625,1663.222685545087,1491.8458976374955,1512.37955864697,2039399
2024-10-09,1615.39306640625,1684.4965689182645,1605.2743392527052,1651.0307057431999,885531
2024-10-10,1720.4798583984375,1765.890732433898,1630.6945905828534,1633.8042723627582,4985663
2024-10-11,1725.7613525390625,1752.2674587288668,1701.9206190696148,1731.2402010213405,1370623
2024-10-14,1676.3031005859375,1732.474285167741,1666.4311707111801,1725.2184408111857,650845
2024-10-15,1751.132080078125,1815.2503304505947,1660.507845274205,1677.191308673951,3354735
2024-10-16,1755.969482421875,1785.8320695438774,1719.7888362371327,1750.095732496527,1081766
2024-10-17,1722.3553466796875,1767.075231753087,1712.7796240735229,1764.7553526172576,595787
2024-10-18,1742.050048828125,1805.5758905308123,1662.8278152496134,1722.3554773352778,3006209
2024-10-21,1780.9947509765625,1846.0507895326043,1770.0369334930265,1776.947284042079,2590482
2024-10-22,1553.54541015625,1776.947210425272,1443.6709132824544,1776.947210425272,3426226
2024-10-23,1589.1339111328125,1631.7805999767374,1515.4399305375157,1571.561827758007,1470667
2024-10-24,1566.1815185546875,1636.1241106459236,1557.7903789973507,1579.4592147102837,843328
2024-10-25,1486.021484375,1567.2673857617756,1469.979600140762,1564.700708385686,951494
2024-10-28,1502.11279296875,1544.3647001164593,1450.5813683461759,1490.6613786645062,641421
2024-10-29,1529.50732421875,1553.545447683498,1497.8678634841215,1506.6044967116977,498413
2024-10-30,1585.382568359375,1604.188643428194,1544.9570627477683,1544.9570627477683,671898
2024-10-31,1593.8228759765625,1604.1884010293677,1555.3717621977428,1588.936319511588,380591
2024-11-01,1589.874267578125,1607.9892343553797,1584.4447062793483,1597.2782148037295,170192
2024-11-04,1523.0906982421875,1600.634756711742,1520.2772222893423,1587.4063463904301,439869
2024-11-05,1528.8162841796875,1559.66606181017,1491.2042593939918,1520.277041630181,691343
2024-11-06,1568.797607421875,1584.444590648699,1537.009924015597,1537.5529283086285,517034
2024-11-07,1555.519775390625,1593.3293109600504,1549.9422320149379,1574.5726462089717,343180
2024-11-08,1506.6044921875,1559.6661113989985,1501.3230341906287,1554.8288420113513,260980
2024-11-11,1476.9886474609375,1509.417909378572,1468.449404970978,1498.608195575008,275218
2024-11-12,1443.819091796875,1503.494857197228,1439.4754187318158,1480.7400115824998,273441
2024-11-13,1366.4725341796875,1438.6364405636978,1352.454441456427,1435.3786553851423,703813
2024-11-14,1388.38818359375,1451.1736308687207,1357.390300982647,1419.9783578711642,828483
2024-11-18,1369.63134765625,1414.597908470096,1353.540056427712,1410.5504419944507,500890
2024-11-19,1391.20166015625,1437.3529304151145,1383.452219625938,1403.7883702268493,411727
2024-11-21,1363.955078125,1406.6511705409673,1359.9568987248888,1403.78828706371,394303
2024-11-22,1357.6864013671875,1380.0956312977867,1353.4414238263703,1374.0737788963736,336103
2024-11-25,1424.5687255859375,1431.4296678601454,1396.8779172566246,1416.4736717118042,463461
2024-11-26,1520.0797119140625,1558.7776263151811,1419.9289175138356,1431.133533094952,2342205
2024-11-27,1645.3050537109375,1678.2279124808645,1515.933377313679,1529.161786136976,1960221
2024-11-28,1699.3045654296875,1713.7669662915453,1658.484160927302,1678.2280199859601,1448899
2024-11-29,1657.74365234375,1697.9223545655016,1619.440520198178,1697.9223545655016,1003122
2024-12-02,1641.109619140625,1698.613609703086,1625.1664285571096,1647.625068648028,744250
2024-12-03,1682.620849609375,1717.7156045605004,1623.2905818520935,1648.6121032276067,995063
2024-12-04,1753.698974609375,1792.100806804095,1717.7652454468923,1747.2822200436517,1605248
