Date,Close,High,Low,Open,Volume
2024-07-15,1872.6220703125,1964.265957861981,1865.6259246403033,1936.926550777483,117471
2024-07-16,1949.876953125,1964.6133899867805,1875.4503819675265,1875.4503819675265,192535
2024-07-18,1916.583251953125,1964.8116416446826,1878.2784042202004,1964.8116416446826,160755
2024-07-19,1832.779052734375,1920.1557700570747,1811.8404026959781,1920.1557700570747,71963
2024-07-22,1780.6307373046875,1830.8438356751797,1757.9058018620394,1808.0693552046473,152793
2024-07-23,1760.4364013671875,1856.6947615321353,1737.9100088349292,1761.428755595692,345550
2024-07-24,1810.5006103515625,1917.7245324033477,1760.4363883485323,1760.4363883485323,362075
2024-07-25,1848.2100830078125,1853.668031260407,1788.4704069523943,1788.4704069523943,98546
2024-07-26,1788.6722412109375,1821.621761097718,1767.997923217433,1817.9441751593451,1444693
2024-07-29,1781.9630126953125,1812.9743678224627,1769.2403370197278,1797.965667881646,222761
2024-07-30,1819.5345458984375,1826.8898393767786,1769.2404320406233,1798.065135708701,200839
2024-07-31,1789.318115234375,1820.9259393521688,1775.2039998269506,1818.938028938029,286664
2024-08-01,1777.3907470703125,1790.0636766329687,1764.2705861737106,1775.2040940316886,214475
2024-08-02,1721.2322998046875,1769.2403880816737,1700.756845422588,1746.6279055935513,354620
2024-08-05,1722.623779296875,1766.5069268264851,1587.346497196172,1661.6943966936217,639822
2024-08-06,1739.1234130859375,1775.1542900841002,1690.4196069366967,1736.4397825045617,314105
2024-08-07,1704.732666015625,1833.8474803629497,1694.6937420156255,1833.8474803629497,257027
2024-08-08,1681.5238037109375,1721.729245268173,1660.998603415706,1721.729245268173,160205
2024-08-09,1698.0731201171875,1764.1711421694422,1659.9052154475962,1659.9052154475962,343972
2024-08-12,1694.4451904296875,1724.462590056844,1666.4157012767116,1697.6755449502311,284278
2024-08-13,1686.543212890625,1719.5424766258523,1664.8749412417935,1715.2684207810396,154823
2024-08-14,1684.40625,1698.3216231804615,1665.8689607466858,1686.543278004913,117139
2024-08-16,1708.112060546875,1717.5546352196682,1687.3881182946504,1687.7359783582158,209452
2024-08-19,1705.52783203125,1727.4942187162192,1685.6983520606836,1719.542576742842,93125
2024-08-20,1690.3203125,1720.9341834323654,1684.7541872393238,1697.675605784522,57792
2024-08-21,1679.2376708984375,1702.1483882484172,1671.385521385016,1702.1483882484172,198945
2024-08-22,1683.412353515625,1698.619796222625,1665.2229236906157,1686.74207937637,67009
2024-08-23,1677.7467041015625,1699.5143481925074,1668.8508532085557,1682.7662266123198,78451
2024-08-26,1703.4901123046875,1739.3718711173633,1671.087196726833,1689.7238569133779,175875
2024-08-27,1702.943603515625,1737.4338026671787,1692.7555620526166,1715.3680443241717,217781
2024-08-28,1711.7896728515625,1719.5425722884931,1677.8958232943269,1703.1423107608862,75043
2024-08-29,1695.439208984375,1719.443253123042,1680.7783686897717,1714.6225943096078,178166
