Date,Close,High,Low,Open,Volume
2024-07-15,6588.23095703125,6766.870354837528,6553.150668644704,6727.206125313497,8779
2024-07-16,6543.43408203125,6826.666178568841,6528.684691358319,6588.18152408734,15691
2024-07-18,6430.0712890625,6593.014336246966,6410.0401477855585,6543.433806599093,13571
2024-07-19,6326.1767578125,6488.123220330963,6285.914473069966,6447.761178903284,7634
2024-07-22,6225.77001953125,6316.410404505002,6208.778292847296,6267.626951842581,11968
2024-07-23,7043.52490234375,7336.872320732156,6203.795052245527,6228.510378449056,354543
2024-07-24,7057.5771484375,7164.511447928964,6851.680811700618,7075.5158333815425,117813
2024-07-25,6916.0107421875,7060.865720596298,6864.536779600184,6916.259890589779,22659
2024-07-26,7148.16748046875,7363.431701916948,6923.286227932224,6974.112502440827,65755
2024-07-29,7003.91015625,7209.706726633304,6951.638629319022,7156.538362820856,18678
2024-07-30,6967.93310546875,7038.392465640534,6930.162306422009,7003.910230733474,9016
2024-07-31,7012.48095703125,7155.541768067367,6907.389971375337,6907.389971375337,19698
2024-08-01,7020.4541015625,7099.434145728196,6945.111526776108,7083.837066324121,7379
2024-08-02,7015.8193359375,7074.81787090836,6901.410586848908,6976.404254236689,9235
2024-08-05,6785.6064453125,6961.206435806374,6678.17384772205,6961.206435806374,17107
2024-08-06,6943.8154296875,7110.59546324871,6785.606198269982,6785.606198269982,20565
2024-08-07,7066.6455078125,7108.701951210712,6971.1720382334115,7090.763266909325,7964
2024-08-08,6600.09033203125,7225.353042704039,6517.721970507374,7075.864006683228,79675
2024-08-09,6682.20947265625,6775.839632515197,6602.532109292472,6617.381256052494,29800
2024-08-12,6513.287109375,6697.108993585713,6478.854995134036,6682.209724614997,8772
2024-08-13,6572.78369140625,7171.885814027146,6502.772993658434,7171.885814027146,40888
2024-08-14,6547.12158203125,6617.181916681088,6442.628646915439,6551.955158260826,10811
2024-08-16,6614.59130859375,6633.327073830576,6508.8025075074365,6567.253112078282,6372
2024-08-19,6602.9306640625,6682.209487500923,6573.929694001121,6636.316548485727,4087
2024-08-20,6533.11962890625,6649.123025186873,6498.139096655613,6598.4461439305105,4082
2024-08-21,6605.17333984375,6648.72467551937,6518.519330266996,6577.418110308673,5013
2024-08-22,6757.25341796875,6863.041729796084,6542.636891906091,6605.173139425832,16073
2024-08-23,6827.01513671875,6892.0925048344125,6757.253583986749,6757.253583986749,12258
2024-08-26,6849.587890625,6960.160146448509,6805.937285096229,6827.164534370226,6752
2024-08-27,6731.640625,6876.24644857279,6704.73259875101,6849.587570714994,10168
2024-08-28,6714.349609375,6836.63183405699,6697.059100371855,6771.853252538956,3672
2024-08-29,6638.80810546875,6725.96040832328,6610.305431876089,6687.142893897067,4288
2024-08-30,6564.212890625,6695.912632575913,6511.742336886899,6638.8080160961235,6172
2024-09-02,6685.00048828125,6771.8535233431385,6345.859393662393,6572.485167976376,13438
2024-09-03,6853.474609375,6965.192852174161,6691.1792400559025,6723.668289587379,23194
2024-09-04,6876.6953125,7035.950774186381,6821.1848546627025,6856.56392725245,16781
2024-09-05,6866.18115234375,7099.185033201088,6844.156335968003,6926.52518814294,20395
2024-09-06,6860.94873046875,7284.999297871232,6822.281094292864,6851.979388267523,67592
2024-09-09,6769.7109375,6854.620420304612,6696.760091285221,6854.620420304612,7583
2024-09-10,6857.560546875,7065.798973795045,6779.676854525831,7065.798973795045,41787
2024-09-11,6879.236328125,6971.172085796875,6822.87915587414,6851.381342942002,8407
2024-09-12,6804.64111328125,6942.669322198893,6778.181748746023,6927.42163528333,10019
2024-09-13,6776.43798828125,6891.444793219041,6748.38397556448,6891.444793219041,4158
2024-09-16,6724.36572265625,6809.076176116242,6699.151613361503,6699.151613361503,5166
2024-09-17,6634.7724609375,6726.807493432523,6581.05567495173,6726.807493432523,6113
2024-09-18,6692.62451171875,6765.724751687655,6597.00115842374,6646.282907996775,4118
2024-09-19,6693.37158203125,6761.98714682893,6507.35748902748,6708.51999898208,6386
2024-09-20,6849.5380859375,6870.516186289065,6657.245158748326,6761.887485345417,7102
2024-09-23,6725.11328125,6951.190633767455,6698.902577943104,6915.263142988044,7924
2024-09-24,7851.41357421875,8012.612589943039,6827.961576183252,6876.495879428728,1598702
2024-09-25,7503.20361328125,7751.106264362686,7440.31846155268,7609.041558676702,355932
2024-09-26,7315.64453125,7507.339402783795,7276.129693312689,7507.339402783795,46228
2024-09-27,7161.123046875,7330.7429850887065,7131.175117318768,7275.133257031461,36764
2024-09-30,7942.900390625,8109.780178625276,7100.77882368941,7125.6440279165245,1199287
2024-10-01,7708.1533203125,7898.004404095489,7658.821936337393,7708.701252153922,152228
2024-10-03,7610.736328125,7853.157726208793,7489.351419846782,7663.804938394114,108059
2024-10-04,7411.36767578125,7673.670814234518,7349.777900527018,7610.53651357748,56222
2024-10-07,7818.82470703125,8111.275292970002,7414.656368066939,7417.29724377767,1116761
2024-10-08,7758.08251953125,7907.970097399708,7635.800291997998,7673.77060491213,153688
2024-10-09,7853.80517578125,8066.428515479129,7775.4231872705905,7833.125858793828,89896
2024-10-10,7713.33544921875,7853.805020954822,7677.756864118682,7853.007940745916,31964
2024-10-11,7762.6669921875,7923.915640533436,7695.795464920529,7763.4144373806075,60386
2024-10-14,7671.2294921875,7887.988597113809,7587.066969213755,7773.4299697710885,41693
2024-10-15,7590.00732421875,7751.803908051286,7549.196621104992,7751.803908051286,25009
2024-10-16,7623.69189453125,7793.361954996487,7566.188249141953,7635.551261052216,35015
2024-10-17,7601.4677734375,7747.368973865439,7495.230802204668,7623.691615264767,22136
