Date,Close,High,Low,Open,Volume
2024-07-15,681.4000244140625,692.0,658.3499755859375,679.0,232057
2024-07-16,679.0499877929688,697.4000244140625,674.5999755859375,684.2000122070312,146752
2024-07-18,641.25,683.0,626.9500122070312,675.0,478212
2024-07-19,616.25,645.2999877929688,613.25,641.25,222687
2024-07-22,635.9500122070312,655.0,606.7000122070312,614.7000122070312,253246
2024-07-23,705.4500122070312,721.0,625.0,635.9500122070312,1527392
2024-07-24,720.1500244140625,768.7000122070312,711.0,711.0,1483655
2024-07-25,726.7999877929688,745.0,705.3499755859375,715.0,420638
2024-07-26,731.0499877929688,744.25,724.0,726.0,253317
2024-07-29,700.0499877929688,733.0,695.0,733.0,251432
2024-07-30,727.5,731.5,694.7000122070312,700.0499877929688,318927
2024-07-31,714.8499755859375,744.7000122070312,709.0,729.0,343388
2024-08-01,699.2000122070312,728.7999877929688,696.0,715.0,216041
2024-08-02,721.2000122070312,725.0,685.0,692.0999755859375,199380
2024-08-05,663.6500244140625,704.9000244140625,661.0,694.0,335951
2024-08-06,652.4500122070312,691.6500244140625,648.2000122070312,668.0,237125
2024-08-07,650.1500244140625,664.0,647.25,662.2000122070312,171024
2024-08-08,640.25,656.0,637.0999755859375,646.0,149391
2024-08-09,683.8499755859375,697.4500122070312,640.5,640.5,358112
2024-08-12,700.7000122070312,708.0,669.0,676.2000122070312,241897
2024-08-13,681.5999755859375,703.0,677.5999755859375,700.25,155750
2024-08-14,664.0499877929688,685.25,657.2000122070312,679.0,111623
2024-08-16,711.75,720.9500122070312,654.0499877929688,670.0,721174
2024-08-19,700.25,714.9500122070312,695.5,711.75,254295
2024-08-20,733.3499755859375,757.0,696.5499877929688,710.5999755859375,1496081
2024-08-21,743.4000244140625,753.2999877929688,728.0999755859375,739.7999877929688,332156
2024-08-22,743.5999755859375,777.0,731.1500244140625,760.0,751858
2024-08-23,718.4500122070312,747.0,710.8499755859375,741.6500244140625,346768
2024-08-26,725.2999877929688,740.0,704.2999877929688,719.75,298596
2024-08-27,727.9500122070312,754.5499877929688,721.0,730.9500122070312,503880
2024-08-28,746.7000122070312,774.4500122070312,727.1500244140625,730.0,856778
2024-08-29,813.9500122070312,834.0,746.5999755859375,749.8499755859375,3446786
2024-08-30,809.4500122070312,826.9000244140625,795.0,824.9500122070312,1156501
2024-09-02,800.0499877929688,841.0,796.0,809.4500122070312,497132
2024-09-03,829.5999755859375,836.0,796.2000122070312,800.9000244140625,496717
2024-09-04,824.6500244140625,855.8499755859375,815.0,820.1500244140625,731990
2024-09-05,816.0999755859375,835.0,812.2000122070312,828.7000122070312,171792
2024-09-06,807.0499877929688,828.2999877929688,790.0499877929688,823.0999755859375,330107
2024-09-09,808.4500122070312,814.9000244140625,790.0499877929688,801.0,140101
2024-09-10,801.2000122070312,825.0,799.0,812.0,110599
2024-09-11,776.8499755859375,813.6500244140625,775.0,803.0,202108
2024-09-12,797.9500122070312,804.25,771.4000244140625,784.3499755859375,198927
2024-09-13,786.75,812.5999755859375,781.0,797.0,168620
2024-09-16,794.4000244140625,800.5999755859375,786.7999877929688,793.7000122070312,108223
2024-09-17,795.3499755859375,840.0,787.0,800.8499755859375,427588
2024-09-18,780.8499755859375,804.2000122070312,775.7999877929688,791.7999877929688,179236
2024-09-19,758.9500122070312,789.6500244140625,739.9000244140625,784.7000122070312,360151
2024-09-20,777.3499755859375,783.2999877929688,755.25,764.0,170515
2024-09-23,780.1500244140625,803.0,762.0999755859375,784.0,219161
2024-09-24,786.4500122070312,794.5499877929688,774.25,791.0,123728
2024-09-25,789.25,800.0,771.7000122070312,788.0,384957
2024-09-26,783.0999755859375,800.0,758.2999877929688,794.0,441718
2024-09-27,776.7000122070312,800.0,774.3499755859375,791.0,352372
2024-09-30,771.25,780.0,754.7999877929688,776.0,424522
2024-10-01,775.3499755859375,796.7999877929688,764.9500122070312,773.0,283018
2024-10-03,762.9000244140625,783.4500122070312,758.5499877929688,770.0,319078
2024-10-04,761.4000244140625,781.0,752.0499877929688,764.0,266362
2024-10-07,721.7999877929688,769.9000244140625,715.0,765.7000122070312,304331
2024-10-08,739.5499877929688,750.0,712.25,720.0,183246
2024-10-09,794.7000122070312,835.0,740.5499877929688,742.0,492649
2024-10-10,790.0499877929688,803.7999877929688,786.0,796.6500244140625,141242
2024-10-11,784.0,791.0,778.5999755859375,787.0,108379
2024-10-14,784.2000122070312,798.8499755859375,777.0,790.0,168815
2024-10-15,773.9500122070312,789.0,770.0,787.0,126049
2024-10-16,773.9500122070312,780.4000244140625,760.0,773.5,108603
2024-10-17,755.75,779.0,752.25,777.7999877929688,96470
2024-10-18,728.5999755859375,752.5,724.7999877929688,752.5,230297
2024-10-21,716.7000122070312,738.8499755859375,710.0,729.0,182496
2024-10-22,688.25,715.6500244140625,683.0,711.0999755859375,221343
2024-10-23,707.9000244140625,785.5,699.0,709.0,757855
2024-10-24,707.6500244140625,719.9000244140625,697.8499755859375,714.9000244140625,199180
2024-10-25,670.7999877929688,712.25,666.3499755859375,703.6500244140625,291700
2024-10-28,719.25,737.0,675.75,685.9000244140625,397249
2024-10-29,757.2999877929688,778.7000122070312,736.8499755859375,774.9000244140625,942691
2024-10-30,817.75,830.0,747.1500244140625,755.0,1042031
2024-10-31,773.8499755859375,816.9000244140625,734.4000244140625,816.9000244140625,3883693
2024-11-01,789.2000122070312,796.3499755859375,779.9500122070312,780.0,143062
2024-11-04,768.5999755859375,789.1500244140625,755.2000122070312,789.1500244140625,333962
2024-11-05,798.3499755859375,807.7999877929688,758.0,765.25,659685
